event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT01741,Normal,-0.0558278908236117,Brute Force,Low Threat,27,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (01:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01742,Suspicious,0.0137298025637229,Brute Force,Critical Threat,68,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (01:00)"", ""Isolation Forest flagged event as anomalous (score: 0.013730)""]"
EVT01743,Normal,-0.0342945571141365,USB / Removable Media,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01744,Normal,-0.0392173275004864,Phishing,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01745,Normal,-0.0509862027341034,Brute Force,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01746,Normal,-0.0234655434898813,Brute Force,Medium Threat,57,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 10.0)"", ""Activity occurred outside standard operational hours (01:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01747,Normal,-0.035501635462717,USB / Removable Media,Normal,31,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01748,Normal,-0.033206623772363,Malware,Medium Threat,42,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (01:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01749,Normal,-0.0843157662875048,Unauthorized File Access,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01750,Normal,-0.0688969184047614,Unauthorized File Access,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01751,Normal,-0.0117576364866515,Brute Force,Medium Threat,51,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (01:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01752,Normal,-0.0256705752773821,Phishing,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01753,Normal,-0.0399807583740141,Brute Force,Medium Threat,41,"[""Excessive failed login attempts (11 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01754,Normal,-0.0546313065481851,SQL Injection,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01755,Normal,-0.0168271696513153,USB / Removable Media,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01756,Normal,-0.0442057599363783,Privilege Escalation,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01757,Normal,-0.024380824769276,Brute Force,Medium Threat,53,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.4)"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01758,Normal,-0.042894556445664,Phishing,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01759,Normal,-0.052948800344131,Privilege Escalation,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01760,Normal,-0.0465208865162775,SQL Injection,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01761,Normal,-0.0454149183969149,Unauthorized File Access,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01762,Normal,-0.0197493825770204,USB / Removable Media,Normal,30,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01763,Normal,-0.0492270228537073,Privilege Escalation,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01764,Normal,-0.0582553822778056,Brute Force,Normal,30,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01765,Normal,-0.0251645786293308,Malware,Medium Threat,43,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01766,Normal,-0.0563770790706279,Port Scan,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01767,Normal,-0.0527034465824127,Brute Force,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01768,Normal,-0.0636994510011559,Brute Force,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01769,Normal,-0.0757099420410334,SQL Injection,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01770,Normal,-0.0183542958856907,Port Scan,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01771,Normal,-0.0417728398144459,SQL Injection,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01772,Normal,-0.0437508959395784,USB / Removable Media,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01773,Normal,-0.0461030146914019,Brute Force,Medium Threat,49,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.5)"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01774,Normal,-0.0403103546360305,Phishing,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01775,Normal,-0.0495668272618118,Phishing,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01776,Normal,-0.0535361812123412,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01777,Normal,-0.0309484479181311,Normal Activity,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01778,Normal,-0.0531684158427135,SQL Injection,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01779,Normal,-0.0740508231410408,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01780,Normal,-0.026388160969051,Brute Force,Low Threat,32,"[""Elevated failed login attempts (8 attempts)"", ""Activity occurred outside standard operational hours (04:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01781,Normal,-0.0815895157940098,Unauthorized File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01782,Normal,-0.0485690510208193,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01783,Normal,-0.0526126275973822,Brute Force,Low Threat,38,"[""Elevated failed login attempts (4 attempts)"", ""High asset vulnerability present (CVSS 7.2)"", ""Activity occurred outside standard operational hours (04:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01784,Normal,-0.0155435651394071,Brute Force,Medium Threat,45,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (04:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01785,Normal,-0.0694459049997947,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01786,Normal,-0.0402472615690689,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01787,Normal,-0.0533027361090386,SQL Injection,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01788,Normal,-0.0481597404403675,Unauthorized File Access,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01789,Normal,-0.0546464634092025,Phishing,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01790,Normal,-0.0260171613888831,Malware,Medium Threat,43,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01791,Normal,-0.0551186664845176,Port Scan,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01792,Normal,-0.0248067247017599,Port Scan,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01793,Normal,-0.0398107747262382,USB / Removable Media,Normal,31,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01794,Normal,-0.0096296164096632,Brute Force,Medium Threat,60,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.9)"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01795,Normal,-0.0638259139505496,Privilege Escalation,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01796,Normal,-0.0459749630725194,Brute Force,Medium Threat,49,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.3)"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT01797,Normal,-0.0550016841085708,Brute Force,Low Threat,27,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (05:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT01798,Normal,-0.0584592607512744,Brute Force,Low Threat,27,"[""Elevated failed login attempts (6 attempts)"", ""Activity occurred outside standard operational hours (05:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
